task_id,title,description,created_at,due_date,creator,assignee,priority,workload_hours,assignee_completed_tasks,assignee_avg_completion_days,status,days_to_due,is_overdue
162,Write unit tests,Create responsive landing page for product X using Figma mockups.,2025-10-04 22:25:59.627850,2025-10-15 22:25:59.627850,alice,bob,0,1,68,3.68,in_progress,11,0
163,Research new lib,Investigate new ML library for text embeddings and feasibility.,2025-09-22 22:25:59.627850,2025-09-28 22:25:59.627850,charlie,charlie,1,3,104,2.34,in_progress,6,1
164,Plan sprint,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-03 22:25:59.627850,2025-10-14 22:25:59.627850,alice,charlie,0,1,147,3.55,in_progress,11,0
165,Update dependencies,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-08 22:25:59.627850,2025-10-13 22:25:59.627850,charlie,alice,1,6,174,1.14,in_progress,5,1
166,Update dependencies,Optimize slow queries causing high CPU usage on replica DB.,2025-08-22 22:25:59.627850,2025-09-11 22:25:59.627850,alice,charlie,0,6,101,3.4,in_progress,20,1
167,Prepare monthly report,Investigate new ML library for text embeddings and feasibility.,2025-08-19 22:25:59.627850,2025-09-02 22:25:59.627850,charlie,alice,0,3,84,1.31,open,14,1
168,Customer email reply,Write unit tests for payment module to improve coverage.,2025-08-26 22:25:59.627850,2025-09-03 22:25:59.627850,bob,bob,0,1,80,4.3,open,8,1
169,Research new lib,Investigate new ML library for text embeddings and feasibility.,2025-10-06 22:25:59.627850,2025-10-23 22:25:59.627850,alice,charlie,0,12,163,1.09,in_progress,17,0
170,Prepare monthly report,Gather sales data and prepare report for stakeholders by Friday.,2025-08-25 22:25:59.627850,2025-09-14 22:25:59.627850,bob,diana,0,1,110,2.14,done,20,0
171,Deploy microservice,Write unit tests for payment module to improve coverage.,2025-09-22 22:25:59.627850,2025-10-02 22:25:59.627850,diana,bob,2,6,66,1.89,in_progress,10,1
172,Deploy microservice,Respond to important client email about billing dispute.,2025-09-26 22:25:59.627850,2025-10-15 22:25:59.627850,diana,diana,2,12,77,4.0,done,19,0
173,Research new lib,Optimize slow queries causing high CPU usage on replica DB.,2025-08-24 22:25:59.627850,2025-08-31 22:25:59.627850,bob,charlie,1,1,169,2.66,in_progress,7,1
174,Research new lib,Create responsive landing page for product X using Figma mockups.,2025-09-28 22:25:59.627850,2025-10-15 22:25:59.627850,alice,charlie,0,1,200,1.22,in_progress,17,0
175,Research new lib,Gather sales data and prepare report for stakeholders by Friday.,2025-10-06 22:25:59.627850,2025-10-20 22:25:59.627850,alice,bob,0,12,120,4.48,open,14,0
176,Optimize DB queries,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-08 22:25:59.627850,2025-09-25 22:25:59.627850,charlie,bob,0,4,25,2.19,open,17,1
177,Customer email reply,Create responsive landing page for product X using Figma mockups.,2025-10-06 22:25:59.627850,2025-10-17 22:25:59.627850,bob,bob,0,1,78,4.63,in_progress,11,0
178,Prepare monthly report,Write unit tests for payment module to improve coverage.,2025-09-11 22:25:59.627850,2025-10-01 22:25:59.627850,alice,alice,0,1,70,1.47,open,20,1
179,Research new lib,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-16 22:25:59.627850,2025-09-30 22:25:59.627850,alice,charlie,0,2,82,1.05,open,14,1
180,Optimize DB queries,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-12 22:25:59.627850,2025-09-15 22:25:59.627850,alice,diana,2,6,142,0.57,done,3,0
181,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-09-28 22:25:59.627850,2025-10-03 22:25:59.627850,charlie,diana,1,1,162,2.09,done,5,0
182,Optimize DB queries,Gather sales data and prepare report for stakeholders by Friday.,2025-09-25 22:25:59.627850,2025-09-28 22:25:59.627850,charlie,alice,2,6,144,2.78,done,3,0
183,Research new lib,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-07 22:25:59.627850,2025-09-23 22:25:59.627850,alice,diana,0,3,69,3.86,in_progress,16,1
184,Design landing page,Respond to important client email about billing dispute.,2025-08-29 22:25:59.627850,2025-09-02 22:25:59.627850,charlie,bob,1,1,95,2.96,done,4,0
185,Prepare monthly report,Write unit tests for payment module to improve coverage.,2025-09-27 22:25:59.627850,2025-10-13 22:25:59.627850,bob,bob,0,1,188,3.99,in_progress,16,1
186,Fix login bug,Update package.json dependencies and run compatibility tests.,2025-08-26 22:25:59.627850,2025-08-28 22:25:59.627850,bob,alice,2,3,84,2.82,done,2,0
187,Write unit tests,Update package.json dependencies and run compatibility tests.,2025-08-16 22:25:59.627850,2025-08-23 22:25:59.627850,charlie,charlie,1,12,17,4.4,in_progress,7,1
188,Update dependencies,Create responsive landing page for product X using Figma mockups.,2025-10-04 22:25:59.627850,2025-10-16 22:25:59.627850,diana,diana,0,8,117,4.53,in_progress,12,0
189,Customer email reply,Gather sales data and prepare report for stakeholders by Friday.,2025-09-14 22:25:59.627850,2025-09-30 22:25:59.627850,charlie,charlie,0,12,26,3.77,open,16,1
190,Optimize DB queries,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-05 22:25:59.627850,2025-10-11 22:25:59.627850,charlie,charlie,1,1,25,1.98,in_progress,6,1
191,Update dependencies,Write unit tests for payment module to improve coverage.,2025-09-21 22:25:59.627850,2025-10-05 22:25:59.627850,bob,diana,0,3,119,0.69,in_progress,14,1
192,Plan sprint,Optimize slow queries causing high CPU usage on replica DB.,2025-08-31 22:25:59.627850,2025-09-02 22:25:59.627850,alice,diana,2,3,136,4.1,done,2,0
193,Prepare monthly report,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-23 22:25:59.627850,2025-09-12 22:25:59.627850,diana,alice,0,2,22,1.56,done,20,0
194,Customer email reply,Respond to important client email about billing dispute.,2025-09-07 22:25:59.627850,2025-09-26 22:25:59.627850,alice,bob,0,8,120,4.77,in_progress,19,1
195,Write unit tests,Create responsive landing page for product X using Figma mockups.,2025-09-19 22:25:59.627850,2025-09-24 22:25:59.627850,charlie,diana,1,3,171,1.75,open,5,1
196,Fix login bug,Gather sales data and prepare report for stakeholders by Friday.,2025-09-14 22:25:59.627850,2025-10-01 22:25:59.627850,diana,alice,2,3,71,3.67,open,17,1
197,Plan sprint,Update package.json dependencies and run compatibility tests.,2025-09-27 22:25:59.627850,2025-10-13 22:25:59.627850,bob,alice,0,2,23,2.53,done,16,0
198,Write unit tests,Create responsive landing page for product X using Figma mockups.,2025-10-04 22:25:59.627850,2025-10-15 22:25:59.627850,charlie,alice,0,6,143,1.81,in_progress,11,0
199,Prepare monthly report,Gather sales data and prepare report for stakeholders by Friday.,2025-10-03 22:25:59.627850,2025-10-15 22:25:59.627850,bob,alice,0,2,40,1.57,in_progress,12,0
200,Fix login bug,Respond to important client email about billing dispute.,2025-09-18 22:25:59.627850,2025-10-07 22:25:59.627850,charlie,diana,2,12,146,1.08,open,19,1
201,Design landing page,Update package.json dependencies and run compatibility tests.,2025-09-08 22:25:59.627850,2025-09-24 22:25:59.627850,diana,diana,0,12,152,0.83,in_progress,16,1
202,Design landing page,Write unit tests for payment module to improve coverage.,2025-09-12 22:25:59.627850,2025-09-29 22:25:59.627850,charlie,bob,0,12,146,3.38,open,17,1
203,Prepare monthly report,Optimize slow queries causing high CPU usage on replica DB.,2025-09-15 22:25:59.627850,2025-09-17 22:25:59.627850,alice,bob,2,3,47,1.23,done,2,0
204,Deploy microservice,Respond to important client email about billing dispute.,2025-10-13 22:25:59.627850,2025-10-30 22:25:59.627850,charlie,alice,2,3,55,3.36,done,17,0
205,Update dependencies,Gather sales data and prepare report for stakeholders by Friday.,2025-09-23 22:25:59.627850,2025-10-03 22:25:59.627850,alice,bob,0,6,153,1.19,done,10,0
206,Plan sprint,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-04 22:25:59.627850,2025-09-23 22:25:59.627850,alice,alice,0,1,16,4.77,done,19,0
207,Update dependencies,Deploy new service to production cluster and monitor for errors.,2025-10-02 22:25:59.627850,2025-10-21 22:25:59.627850,diana,alice,0,4,165,2.96,done,19,0
208,Update dependencies,Write unit tests for payment module to improve coverage.,2025-08-29 22:25:59.627850,2025-09-11 22:25:59.627850,charlie,diana,0,1,181,0.77,in_progress,13,1
209,Optimize DB queries,Write unit tests for payment module to improve coverage.,2025-09-12 22:25:59.627850,2025-09-19 22:25:59.627850,charlie,bob,1,3,188,1.94,in_progress,7,1
210,Optimize DB queries,Gather sales data and prepare report for stakeholders by Friday.,2025-10-01 22:25:59.627850,2025-10-13 22:25:59.627850,alice,charlie,0,2,124,1.05,in_progress,12,1
211,Deploy microservice,Gather sales data and prepare report for stakeholders by Friday.,2025-08-20 22:25:59.627850,2025-08-22 22:25:59.627850,charlie,diana,2,12,162,2.38,open,2,1
212,Customer email reply,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-29 22:25:59.627850,2025-10-10 22:25:59.627850,bob,bob,0,4,136,2.6,in_progress,11,1
213,Write unit tests,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-19 22:25:59.627850,2025-09-01 22:25:59.627850,diana,bob,0,2,154,2.09,open,13,1
214,Update dependencies,Write unit tests for payment module to improve coverage.,2025-09-21 22:25:59.627850,2025-10-07 22:25:59.627850,charlie,alice,0,12,32,2.44,in_progress,16,1
215,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-09-06 22:25:59.627850,2025-09-08 22:25:59.627850,diana,alice,2,6,148,1.38,done,2,0
216,Update dependencies,Create responsive landing page for product X using Figma mockups.,2025-09-07 22:25:59.627850,2025-09-24 22:25:59.627850,diana,charlie,0,12,164,3.56,open,17,1
217,Prepare monthly report,Create responsive landing page for product X using Figma mockups.,2025-09-08 22:25:59.627850,2025-09-20 22:25:59.627850,charlie,charlie,0,12,41,1.4,done,12,0
218,Optimize DB queries,Investigate new ML library for text embeddings and feasibility.,2025-08-16 22:25:59.627850,2025-08-18 22:25:59.627850,alice,bob,2,8,90,4.12,done,2,0
219,Write unit tests,Gather sales data and prepare report for stakeholders by Friday.,2025-09-21 22:25:59.627850,2025-10-08 22:25:59.627850,bob,charlie,0,6,86,1.23,done,17,0
220,Update dependencies,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-04 22:25:59.627850,2025-09-21 22:25:59.627850,diana,charlie,0,4,9,2.16,done,17,0
221,Design landing page,Optimize slow queries causing high CPU usage on replica DB.,2025-09-20 22:25:59.627850,2025-09-30 22:25:59.627850,alice,diana,0,3,172,4.02,done,10,0
222,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-09-29 22:25:59.627850,2025-10-01 22:25:59.627850,diana,bob,2,6,166,3.75,in_progress,2,1
223,Prepare monthly report,Deploy new service to production cluster and monitor for errors.,2025-08-16 22:25:59.627850,2025-09-04 22:25:59.627850,alice,bob,0,1,117,1.91,open,19,1
224,Optimize DB queries,Deploy new service to production cluster and monitor for errors.,2025-09-09 22:25:59.627850,2025-09-26 22:25:59.627850,diana,alice,0,8,40,2.83,done,17,0
225,Customer email reply,Write unit tests for payment module to improve coverage.,2025-09-16 22:25:59.627850,2025-09-29 22:25:59.627850,charlie,bob,0,4,141,2.04,in_progress,13,1
226,Update dependencies,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-13 22:25:59.627850,2025-09-20 22:25:59.627850,bob,charlie,1,6,81,1.51,in_progress,7,1
227,Update dependencies,Deploy new service to production cluster and monitor for errors.,2025-09-27 22:25:59.627850,2025-10-13 22:25:59.627850,charlie,diana,0,3,148,4.7,done,16,0
228,Update dependencies,Update package.json dependencies and run compatibility tests.,2025-08-21 22:25:59.627850,2025-09-09 22:25:59.627850,diana,diana,0,12,93,4.8,open,19,1
229,Update dependencies,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-01 22:25:59.627850,2025-09-04 22:25:59.627850,charlie,diana,2,8,70,3.86,open,3,1
230,Deploy microservice,Investigate new ML library for text embeddings and feasibility.,2025-08-31 22:25:59.627850,2025-09-18 22:25:59.627850,charlie,bob,2,1,162,3.83,open,18,1
231,Deploy microservice,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-25 22:25:59.627850,2025-10-12 22:25:59.627850,bob,bob,2,1,30,2.36,done,17,0
232,Write unit tests,Create responsive landing page for product X using Figma mockups.,2025-09-26 22:25:59.627850,2025-10-01 22:25:59.627850,alice,bob,1,4,172,4.71,in_progress,5,1
233,Write unit tests,Deploy new service to production cluster and monitor for errors.,2025-10-01 22:25:59.627850,2025-10-11 22:25:59.627850,charlie,charlie,0,8,20,4.59,open,10,1
234,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-09-17 22:25:59.627850,2025-09-19 22:25:59.627850,bob,diana,2,12,50,4.7,open,2,1
235,Optimize DB queries,Write unit tests for payment module to improve coverage.,2025-08-25 22:25:59.627850,2025-09-04 22:25:59.627850,alice,alice,0,3,150,3.21,in_progress,10,1
236,Update dependencies,Write unit tests for payment module to improve coverage.,2025-09-24 22:25:59.627850,2025-10-12 22:25:59.627850,diana,bob,0,12,134,2.61,open,18,1
237,Design landing page,Respond to important client email about billing dispute.,2025-08-24 22:25:59.627850,2025-09-08 22:25:59.627850,charlie,bob,0,1,193,2.02,in_progress,15,1
238,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-08-25 22:25:59.627850,2025-09-14 22:25:59.627850,diana,diana,0,6,88,0.89,done,20,0
239,Design landing page,Gather sales data and prepare report for stakeholders by Friday.,2025-08-22 22:25:59.627850,2025-09-07 22:25:59.627850,charlie,bob,0,1,71,2.23,in_progress,16,1
240,Update dependencies,Respond to important client email about billing dispute.,2025-09-02 22:25:59.627850,2025-09-21 22:25:59.627850,alice,charlie,0,8,97,3.62,open,19,1
241,Design landing page,Write unit tests for payment module to improve coverage.,2025-09-02 22:25:59.627850,2025-09-08 22:25:59.627850,diana,charlie,1,8,35,3.37,in_progress,6,1
242,Customer email reply,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-28 22:25:59.627850,2025-09-05 22:25:59.627850,bob,diana,0,2,121,3.86,done,8,0
243,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-09-27 22:25:59.627850,2025-10-15 22:25:59.627850,diana,bob,0,12,68,3.56,done,18,0
244,Design landing page,Investigate new ML library for text embeddings and feasibility.,2025-09-11 22:25:59.627850,2025-09-28 22:25:59.627850,charlie,alice,0,6,33,0.78,done,17,0
245,Research new lib,Deploy new service to production cluster and monitor for errors.,2025-09-19 22:25:59.627850,2025-10-07 22:25:59.627850,bob,bob,0,3,138,2.49,done,18,0
246,Deploy microservice,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-14 22:25:59.627850,2025-09-17 22:25:59.627850,diana,alice,2,4,38,2.81,in_progress,3,1
247,Plan sprint,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-18 22:25:59.627850,2025-10-03 22:25:59.627850,charlie,alice,0,4,70,4.17,done,15,0
248,Deploy microservice,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-18 22:25:59.627850,2025-08-20 22:25:59.627850,diana,charlie,2,8,21,2.94,open,2,1
249,Design landing page,Write unit tests for payment module to improve coverage.,2025-08-16 22:25:59.627850,2025-08-26 22:25:59.627850,diana,bob,0,12,39,3.95,done,10,0
250,Optimize DB queries,Respond to important client email about billing dispute.,2025-10-10 22:25:59.627850,2025-10-23 22:25:59.627850,diana,diana,0,4,25,3.57,done,13,0
251,Research new lib,Gather sales data and prepare report for stakeholders by Friday.,2025-09-24 22:25:59.627850,2025-10-06 22:25:59.627850,alice,bob,0,6,105,2.88,done,12,0
252,Deploy microservice,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-01 22:25:59.627850,2025-10-02 22:25:59.627850,charlie,diana,2,8,189,2.95,done,1,0
253,Optimize DB queries,Deploy new service to production cluster and monitor for errors.,2025-08-29 22:25:59.627850,2025-09-13 22:25:59.627850,charlie,bob,0,3,53,4.72,done,15,0
254,Design landing page,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-04 22:25:59.627850,2025-10-18 22:25:59.627850,alice,bob,0,2,22,0.95,open,14,0
255,Write unit tests,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-26 22:25:59.627850,2025-09-28 22:25:59.627850,bob,alice,2,4,117,1.55,open,2,1
256,Fix login bug,Gather sales data and prepare report for stakeholders by Friday.,2025-09-15 22:25:59.627850,2025-09-25 22:25:59.627850,bob,charlie,2,6,158,3.98,in_progress,10,1
257,Deploy microservice,Update package.json dependencies and run compatibility tests.,2025-10-09 22:25:59.627850,2025-10-14 22:25:59.627850,bob,diana,2,3,75,0.77,done,5,0
258,Prepare monthly report,Optimize slow queries causing high CPU usage on replica DB.,2025-09-18 22:25:59.627850,2025-10-04 22:25:59.627850,alice,charlie,0,8,176,2.22,done,16,0
259,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-09-09 22:25:59.627850,2025-09-14 22:25:59.627850,charlie,diana,1,2,198,2.92,open,5,1
260,Deploy microservice,Update package.json dependencies and run compatibility tests.,2025-10-07 22:25:59.627850,2025-10-12 22:25:59.627850,diana,alice,2,6,110,4.86,done,5,0
261,Research new lib,Gather sales data and prepare report for stakeholders by Friday.,2025-09-07 22:25:59.627850,2025-09-15 22:25:59.627850,charlie,bob,0,3,170,0.86,in_progress,8,1
262,Customer email reply,Create responsive landing page for product X using Figma mockups.,2025-09-17 22:25:59.627850,2025-09-24 22:25:59.627850,alice,charlie,1,4,177,3.22,open,7,1
263,Design landing page,Deploy new service to production cluster and monitor for errors.,2025-10-04 22:25:59.627850,2025-10-23 22:25:59.627850,bob,diana,0,2,90,1.86,open,19,0
264,Deploy microservice,Deploy new service to production cluster and monitor for errors.,2025-09-30 22:25:59.627850,2025-10-04 22:25:59.627850,diana,bob,2,8,159,3.67,in_progress,4,1
265,Deploy microservice,Investigate new ML library for text embeddings and feasibility.,2025-09-03 22:25:59.627850,2025-09-13 22:25:59.627850,diana,diana,2,6,171,2.12,in_progress,10,1
266,Customer email reply,Investigate new ML library for text embeddings and feasibility.,2025-10-09 22:25:59.627850,2025-10-25 22:25:59.627850,diana,alice,0,12,189,2.61,in_progress,16,0
267,Deploy microservice,Respond to important client email about billing dispute.,2025-09-03 22:25:59.627850,2025-09-17 22:25:59.627850,alice,bob,2,8,42,0.57,done,14,0
268,Plan sprint,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-29 22:25:59.627850,2025-10-13 22:25:59.627850,charlie,bob,0,2,89,1.54,done,14,0
269,Deploy microservice,Write unit tests for payment module to improve coverage.,2025-09-18 22:25:59.627850,2025-09-29 22:25:59.627850,charlie,diana,2,8,169,3.83,in_progress,11,1
270,Prepare monthly report,Respond to important client email about billing dispute.,2025-08-24 22:25:59.627850,2025-08-29 22:25:59.627850,diana,bob,1,6,169,4.81,done,5,0
271,Fix login bug,Create responsive landing page for product X using Figma mockups.,2025-10-13 22:25:59.627850,2025-10-15 22:25:59.627850,alice,diana,2,2,166,1.54,done,2,0
272,Prepare monthly report,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-27 22:25:59.627850,2025-09-13 22:25:59.627850,diana,charlie,0,1,163,3.37,done,17,0
273,Write unit tests,Write unit tests for payment module to improve coverage.,2025-08-15 22:25:59.627850,2025-08-16 22:25:59.627850,diana,alice,2,1,140,3.75,done,1,0
274,Update dependencies,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-15 22:25:59.627850,2025-09-29 22:25:59.627850,bob,alice,0,1,139,1.17,open,14,1
275,Plan sprint,Investigate new ML library for text embeddings and feasibility.,2025-08-30 22:25:59.627850,2025-09-11 22:25:59.627850,charlie,diana,0,1,100,4.82,in_progress,12,1
276,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-09-27 22:25:59.627850,2025-10-05 22:25:59.627850,charlie,alice,0,8,171,3.92,open,8,1
277,Optimize DB queries,Optimize slow queries causing high CPU usage on replica DB.,2025-09-07 22:25:59.627850,2025-09-25 22:25:59.627850,diana,alice,0,8,7,3.66,open,18,1
278,Write unit tests,Optimize slow queries causing high CPU usage on replica DB.,2025-09-24 22:25:59.627850,2025-10-05 22:25:59.627850,alice,alice,0,2,59,4.56,done,11,0
279,Plan sprint,Write unit tests for payment module to improve coverage.,2025-08-31 22:25:59.627850,2025-09-02 22:25:59.627850,alice,charlie,2,6,149,3.46,open,2,1
280,Customer email reply,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-27 22:25:59.627850,2025-09-15 22:25:59.627850,bob,diana,0,1,81,1.23,open,19,1
281,Plan sprint,Optimize slow queries causing high CPU usage on replica DB.,2025-09-26 22:25:59.627850,2025-10-14 22:25:59.627850,charlie,diana,0,12,194,1.13,done,18,0
282,Design landing page,Investigate new ML library for text embeddings and feasibility.,2025-09-30 22:25:59.627850,2025-10-12 22:25:59.627850,alice,alice,0,4,64,4.27,in_progress,12,1
283,Plan sprint,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-21 22:25:59.627850,2025-10-04 22:25:59.627850,charlie,alice,0,8,74,4.03,in_progress,13,1
284,Write unit tests,Deploy new service to production cluster and monitor for errors.,2025-09-05 22:25:59.627850,2025-09-23 22:25:59.627850,diana,diana,0,2,179,3.14,in_progress,18,1
285,Design landing page,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-01 22:25:59.627850,2025-09-09 22:25:59.627850,alice,alice,0,3,44,2.21,done,8,0
286,Prepare monthly report,Optimize slow queries causing high CPU usage on replica DB.,2025-09-03 22:25:59.627850,2025-09-15 22:25:59.627850,alice,alice,0,1,83,2.5,in_progress,12,1
287,Design landing page,Gather sales data and prepare report for stakeholders by Friday.,2025-08-19 22:25:59.627850,2025-08-25 22:25:59.627850,diana,diana,1,6,147,2.81,open,6,1
288,Fix login bug,Create responsive landing page for product X using Figma mockups.,2025-09-05 22:25:59.627850,2025-09-23 22:25:59.627850,alice,charlie,2,12,103,0.56,in_progress,18,1
289,Optimize DB queries,Create responsive landing page for product X using Figma mockups.,2025-09-29 22:25:59.627850,2025-10-17 22:25:59.627850,bob,bob,0,8,102,1.26,in_progress,18,0
290,Update dependencies,Update package.json dependencies and run compatibility tests.,2025-09-14 22:25:59.627850,2025-09-19 22:25:59.627850,alice,bob,1,4,75,2.39,in_progress,5,1
291,Design landing page,Respond to important client email about billing dispute.,2025-08-30 22:25:59.627850,2025-09-07 22:25:59.627850,diana,bob,0,4,32,1.11,open,8,1
292,Optimize DB queries,Respond to important client email about billing dispute.,2025-10-06 22:25:59.627850,2025-10-26 22:25:59.627850,diana,charlie,0,4,90,2.44,done,20,0
293,Plan sprint,Gather sales data and prepare report for stakeholders by Friday.,2025-09-02 22:25:59.627850,2025-09-13 22:25:59.627850,bob,diana,0,3,50,4.84,in_progress,11,1
294,Update dependencies,Write unit tests for payment module to improve coverage.,2025-09-19 22:25:59.627850,2025-09-27 22:25:59.627850,charlie,diana,0,3,105,2.14,done,8,0
295,Deploy microservice,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-17 22:25:59.627850,2025-09-23 22:25:59.627850,alice,diana,2,8,58,2.47,in_progress,6,1
296,Design landing page,Optimize slow queries causing high CPU usage on replica DB.,2025-09-26 22:25:59.627850,2025-10-12 22:25:59.627850,bob,charlie,0,2,69,3.46,done,16,0
297,Optimize DB queries,Optimize slow queries causing high CPU usage on replica DB.,2025-08-18 22:25:59.627850,2025-09-02 22:25:59.627850,diana,diana,0,6,134,4.66,done,15,0
298,Optimize DB queries,Investigate new ML library for text embeddings and feasibility.,2025-08-16 22:25:59.627850,2025-08-28 22:25:59.627850,alice,alice,0,12,68,3.46,in_progress,12,1
299,Prepare monthly report,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-16 22:25:59.627850,2025-09-04 22:25:59.627850,diana,charlie,0,12,115,0.98,open,19,1
300,Update dependencies,Deploy new service to production cluster and monitor for errors.,2025-09-15 22:25:59.627850,2025-10-02 22:25:59.627850,bob,diana,0,3,105,2.58,done,17,0
301,Plan sprint,Investigate new ML library for text embeddings and feasibility.,2025-08-23 22:25:59.627850,2025-09-04 22:25:59.627850,alice,diana,0,1,80,2.37,open,12,1
302,Design landing page,Gather sales data and prepare report for stakeholders by Friday.,2025-09-05 22:25:59.627850,2025-09-15 22:25:59.627850,charlie,diana,0,12,57,2.85,in_progress,10,1
303,Write unit tests,Create responsive landing page for product X using Figma mockups.,2025-09-11 22:25:59.627850,2025-09-26 22:25:59.627850,charlie,alice,0,3,16,4.15,open,15,1
304,Fix login bug,Respond to important client email about billing dispute.,2025-09-24 22:25:59.627850,2025-09-28 22:25:59.627850,bob,bob,2,6,49,2.98,in_progress,4,1
305,Research new lib,Optimize slow queries causing high CPU usage on replica DB.,2025-09-12 22:25:59.627850,2025-09-20 22:25:59.627850,diana,bob,0,2,168,3.46,in_progress,8,1
306,Fix login bug,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-09 22:25:59.627850,2025-10-16 22:25:59.627850,diana,diana,2,4,6,3.67,open,7,0
307,Update dependencies,Create responsive landing page for product X using Figma mockups.,2025-09-19 22:25:59.627850,2025-09-23 22:25:59.627850,bob,charlie,1,3,55,2.56,in_progress,4,1
308,Write unit tests,Investigate new ML library for text embeddings and feasibility.,2025-09-23 22:25:59.627850,2025-10-04 22:25:59.627850,diana,diana,0,6,34,2.07,in_progress,11,1
309,Plan sprint,Gather sales data and prepare report for stakeholders by Friday.,2025-10-05 22:25:59.627850,2025-10-15 22:25:59.627850,alice,bob,0,3,35,1.57,open,10,0
310,Prepare monthly report,Respond to important client email about billing dispute.,2025-09-27 22:25:59.627850,2025-10-02 22:25:59.627850,diana,diana,1,6,40,3.09,in_progress,5,1
311,Prepare monthly report,Write unit tests for payment module to improve coverage.,2025-09-23 22:25:59.627850,2025-10-11 22:25:59.627850,bob,bob,0,4,78,1.13,in_progress,18,1
312,Write unit tests,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-17 22:25:59.627850,2025-08-29 22:25:59.627850,alice,diana,0,2,54,4.17,done,12,0
313,Research new lib,Write unit tests for payment module to improve coverage.,2025-09-09 22:25:59.627850,2025-09-25 22:25:59.627850,diana,diana,0,4,47,0.87,open,16,1
314,Deploy microservice,Update package.json dependencies and run compatibility tests.,2025-08-16 22:25:59.627850,2025-08-25 22:25:59.627850,bob,charlie,2,2,122,3.05,in_progress,9,1
315,Research new lib,Investigate new ML library for text embeddings and feasibility.,2025-08-21 22:25:59.627850,2025-09-09 22:25:59.627850,alice,charlie,0,12,144,4.2,in_progress,19,1
316,Research new lib,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-01 22:25:59.627850,2025-10-16 22:25:59.627850,bob,diana,0,1,193,4.24,open,15,0
317,Update dependencies,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-11 22:25:59.627850,2025-09-20 22:25:59.627850,charlie,alice,0,4,35,3.99,open,9,1
318,Deploy microservice,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-27 22:25:59.627850,2025-10-09 22:25:59.627850,diana,bob,2,6,40,4.03,open,12,1
319,Fix login bug,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-05 22:25:59.627850,2025-09-23 22:25:59.627850,charlie,bob,2,3,185,1.82,done,18,0
320,Update dependencies,Investigate new ML library for text embeddings and feasibility.,2025-10-10 22:25:59.627850,2025-10-14 22:25:59.627850,bob,diana,1,1,75,4.4,open,4,0
321,Prepare monthly report,Deploy new service to production cluster and monitor for errors.,2025-08-23 22:25:59.627850,2025-09-03 22:25:59.627850,bob,diana,0,4,41,3.1,in_progress,11,1
322,Optimize DB queries,Optimize slow queries causing high CPU usage on replica DB.,2025-09-11 22:25:59.627850,2025-09-14 22:25:59.627850,alice,diana,2,6,196,1.75,in_progress,3,1
323,Write unit tests,Write unit tests for payment module to improve coverage.,2025-09-03 22:25:59.627850,2025-09-22 22:25:59.627850,alice,alice,0,8,122,3.36,done,19,0
