task_id,title,description,created_at,due_date,creator,assignee,priority,workload_hours,assignee_completed_tasks,assignee_avg_completion_days,status
170,Prepare monthly report,Gather sales data and prepare report for stakeholders by Friday.,2025-08-25 22:41:20.272791,2025-09-14 22:41:20.272791,bob,diana,0,1,110,2.14,done
171,Deploy microservice,Write unit tests for payment module to improve coverage.,2025-09-22 22:41:20.272791,2025-10-02 22:41:20.272791,diana,bob,2,6,66,1.89,in_progress
172,Deploy microservice,Respond to important client email about billing dispute.,2025-09-26 22:41:20.272791,2025-10-15 22:41:20.272791,diana,diana,2,12,77,4.0,done
173,Research new lib,Optimize slow queries causing high CPU usage on replica DB.,2025-08-24 22:41:20.272791,2025-08-31 22:41:20.272791,bob,charlie,1,1,169,2.66,in_progress
174,Research new lib,Create responsive landing page for product X using Figma mockups.,2025-09-28 22:41:20.272791,2025-10-15 22:41:20.272791,alice,charlie,0,1,200,1.22,in_progress
175,Research new lib,Gather sales data and prepare report for stakeholders by Friday.,2025-10-06 22:41:20.272791,2025-10-20 22:41:20.272791,alice,bob,0,12,120,4.48,open
176,Optimize DB queries,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-08 22:41:20.272791,2025-09-25 22:41:20.272791,charlie,bob,0,4,25,2.19,open
177,Customer email reply,Create responsive landing page for product X using Figma mockups.,2025-10-06 22:41:20.272791,2025-10-17 22:41:20.272791,bob,bob,0,1,78,4.63,in_progress
178,Prepare monthly report,Write unit tests for payment module to improve coverage.,2025-09-11 22:41:20.272791,2025-10-01 22:41:20.272791,alice,alice,0,1,70,1.47,open
179,Research new lib,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-16 22:41:20.272791,2025-09-30 22:41:20.272791,alice,charlie,0,2,82,1.05,open
180,Optimize DB queries,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-12 22:41:20.272791,2025-09-15 22:41:20.272791,alice,diana,2,6,142,0.57,done
181,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-09-28 22:41:20.272791,2025-10-03 22:41:20.272791,charlie,diana,1,1,162,2.09,done
182,Optimize DB queries,Gather sales data and prepare report for stakeholders by Friday.,2025-09-25 22:41:20.272791,2025-09-28 22:41:20.272791,charlie,alice,2,6,144,2.78,done
183,Research new lib,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-07 22:41:20.272791,2025-09-23 22:41:20.272791,alice,diana,0,3,69,3.86,in_progress
184,Design landing page,Respond to important client email about billing dispute.,2025-08-29 22:41:20.272791,2025-09-02 22:41:20.272791,charlie,bob,1,1,95,2.96,done
185,Prepare monthly report,Write unit tests for payment module to improve coverage.,2025-09-27 22:41:20.272791,2025-10-13 22:41:20.272791,bob,bob,0,1,188,3.99,in_progress
186,Fix login bug,Update package.json dependencies and run compatibility tests.,2025-08-26 22:41:20.272791,2025-08-28 22:41:20.272791,bob,alice,2,3,84,2.82,done
187,Write unit tests,Update package.json dependencies and run compatibility tests.,2025-08-16 22:41:20.272791,2025-08-23 22:41:20.272791,charlie,charlie,1,12,17,4.4,in_progress
188,Update dependencies,Create responsive landing page for product X using Figma mockups.,2025-10-04 22:41:20.272791,2025-10-16 22:41:20.272791,diana,diana,0,8,117,4.53,in_progress
189,Customer email reply,Gather sales data and prepare report for stakeholders by Friday.,2025-09-14 22:41:20.272791,2025-09-30 22:41:20.272791,charlie,charlie,0,12,26,3.77,open
190,Optimize DB queries,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-05 22:41:20.272791,2025-10-11 22:41:20.272791,charlie,charlie,1,1,25,1.98,in_progress
191,Update dependencies,Write unit tests for payment module to improve coverage.,2025-09-21 22:41:20.272791,2025-10-05 22:41:20.272791,bob,diana,0,3,119,0.69,in_progress
192,Plan sprint,Optimize slow queries causing high CPU usage on replica DB.,2025-08-31 22:41:20.272791,2025-09-02 22:41:20.272791,alice,diana,2,3,136,4.1,done
193,Prepare monthly report,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-23 22:41:20.272791,2025-09-12 22:41:20.272791,diana,alice,0,2,22,1.56,done
194,Customer email reply,Respond to important client email about billing dispute.,2025-09-07 22:41:20.272791,2025-09-26 22:41:20.272791,alice,bob,0,8,120,4.77,in_progress
195,Write unit tests,Create responsive landing page for product X using Figma mockups.,2025-09-19 22:41:20.272791,2025-09-24 22:41:20.272791,charlie,diana,1,3,171,1.75,open
196,Fix login bug,Gather sales data and prepare report for stakeholders by Friday.,2025-09-14 22:41:20.272791,2025-10-01 22:41:20.272791,diana,alice,2,3,71,3.67,open
197,Plan sprint,Update package.json dependencies and run compatibility tests.,2025-09-27 22:41:20.272791,2025-10-13 22:41:20.272791,bob,alice,0,2,23,2.53,done
198,Write unit tests,Create responsive landing page for product X using Figma mockups.,2025-10-04 22:41:20.272791,2025-10-15 22:41:20.272791,charlie,alice,0,6,143,1.81,in_progress
199,Prepare monthly report,Gather sales data and prepare report for stakeholders by Friday.,2025-10-03 22:41:20.272791,2025-10-15 22:41:20.272791,bob,alice,0,2,40,1.57,in_progress
200,Fix login bug,Respond to important client email about billing dispute.,2025-09-18 22:41:20.272791,2025-10-07 22:41:20.272791,charlie,diana,2,12,146,1.08,open
201,Design landing page,Update package.json dependencies and run compatibility tests.,2025-09-08 22:41:20.272791,2025-09-24 22:41:20.272791,diana,diana,0,12,152,0.83,in_progress
202,Design landing page,Write unit tests for payment module to improve coverage.,2025-09-12 22:41:20.272791,2025-09-29 22:41:20.272791,charlie,bob,0,12,146,3.38,open
203,Prepare monthly report,Optimize slow queries causing high CPU usage on replica DB.,2025-09-15 22:41:20.272791,2025-09-17 22:41:20.272791,alice,bob,2,3,47,1.23,done
204,Deploy microservice,Respond to important client email about billing dispute.,2025-10-13 22:41:20.272791,2025-10-30 22:41:20.272791,charlie,alice,2,3,55,3.36,done
205,Update dependencies,Gather sales data and prepare report for stakeholders by Friday.,2025-09-23 22:41:20.272791,2025-10-03 22:41:20.272791,alice,bob,0,6,153,1.19,done
206,Plan sprint,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-04 22:41:20.272791,2025-09-23 22:41:20.272791,alice,alice,0,1,16,4.77,done
207,Update dependencies,Deploy new service to production cluster and monitor for errors.,2025-10-02 22:41:20.272791,2025-10-21 22:41:20.272791,diana,alice,0,4,165,2.96,done
208,Update dependencies,Write unit tests for payment module to improve coverage.,2025-08-29 22:41:20.272791,2025-09-11 22:41:20.272791,charlie,diana,0,1,181,0.77,in_progress
209,Optimize DB queries,Write unit tests for payment module to improve coverage.,2025-09-12 22:41:20.272791,2025-09-19 22:41:20.272791,charlie,bob,1,3,188,1.94,in_progress
210,Optimize DB queries,Gather sales data and prepare report for stakeholders by Friday.,2025-10-01 22:41:20.272791,2025-10-13 22:41:20.272791,alice,charlie,0,2,124,1.05,in_progress
211,Deploy microservice,Gather sales data and prepare report for stakeholders by Friday.,2025-08-20 22:41:20.272791,2025-08-22 22:41:20.272791,charlie,diana,2,12,162,2.38,open
212,Customer email reply,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-29 22:41:20.272791,2025-10-10 22:41:20.272791,bob,bob,0,4,136,2.6,in_progress
213,Write unit tests,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-19 22:41:20.272791,2025-09-01 22:41:20.272791,diana,bob,0,2,154,2.09,open
214,Update dependencies,Write unit tests for payment module to improve coverage.,2025-09-21 22:41:20.272791,2025-10-07 22:41:20.272791,charlie,alice,0,12,32,2.44,in_progress
215,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-09-06 22:41:20.272791,2025-09-08 22:41:20.272791,diana,alice,2,6,148,1.38,done
216,Update dependencies,Create responsive landing page for product X using Figma mockups.,2025-09-07 22:41:20.272791,2025-09-24 22:41:20.272791,diana,charlie,0,12,164,3.56,open
217,Prepare monthly report,Create responsive landing page for product X using Figma mockups.,2025-09-08 22:41:20.272791,2025-09-20 22:41:20.272791,charlie,charlie,0,12,41,1.4,done
218,Optimize DB queries,Investigate new ML library for text embeddings and feasibility.,2025-08-16 22:41:20.272791,2025-08-18 22:41:20.272791,alice,bob,2,8,90,4.12,done
219,Write unit tests,Gather sales data and prepare report for stakeholders by Friday.,2025-09-21 22:41:20.272791,2025-10-08 22:41:20.272791,bob,charlie,0,6,86,1.23,done
220,Update dependencies,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-04 22:41:20.272791,2025-09-21 22:41:20.272791,diana,charlie,0,4,9,2.16,done
221,Design landing page,Optimize slow queries causing high CPU usage on replica DB.,2025-09-20 22:41:20.272791,2025-09-30 22:41:20.272791,alice,diana,0,3,172,4.02,done
222,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-09-29 22:41:20.272791,2025-10-01 22:41:20.272791,diana,bob,2,6,166,3.75,in_progress
223,Prepare monthly report,Deploy new service to production cluster and monitor for errors.,2025-08-16 22:41:20.272791,2025-09-04 22:41:20.272791,alice,bob,0,1,117,1.91,open
224,Optimize DB queries,Deploy new service to production cluster and monitor for errors.,2025-09-09 22:41:20.272791,2025-09-26 22:41:20.272791,diana,alice,0,8,40,2.83,done
225,Customer email reply,Write unit tests for payment module to improve coverage.,2025-09-16 22:41:20.272791,2025-09-29 22:41:20.272791,charlie,bob,0,4,141,2.04,in_progress
226,Update dependencies,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-13 22:41:20.272791,2025-09-20 22:41:20.272791,bob,charlie,1,6,81,1.51,in_progress
227,Update dependencies,Deploy new service to production cluster and monitor for errors.,2025-09-27 22:41:20.272791,2025-10-13 22:41:20.272791,charlie,diana,0,3,148,4.7,done
228,Update dependencies,Update package.json dependencies and run compatibility tests.,2025-08-21 22:41:20.272791,2025-09-09 22:41:20.272791,diana,diana,0,12,93,4.8,open
229,Update dependencies,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-01 22:41:20.272791,2025-09-04 22:41:20.272791,charlie,diana,2,8,70,3.86,open
230,Deploy microservice,Investigate new ML library for text embeddings and feasibility.,2025-08-31 22:41:20.272791,2025-09-18 22:41:20.272791,charlie,bob,2,1,162,3.83,open
231,Deploy microservice,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-25 22:41:20.272791,2025-10-12 22:41:20.272791,bob,bob,2,1,30,2.36,done
232,Write unit tests,Create responsive landing page for product X using Figma mockups.,2025-09-26 22:41:20.272791,2025-10-01 22:41:20.272791,alice,bob,1,4,172,4.71,in_progress
233,Write unit tests,Deploy new service to production cluster and monitor for errors.,2025-10-01 22:41:20.272791,2025-10-11 22:41:20.272791,charlie,charlie,0,8,20,4.59,open
234,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-09-17 22:41:20.272791,2025-09-19 22:41:20.272791,bob,diana,2,12,50,4.7,open
235,Optimize DB queries,Write unit tests for payment module to improve coverage.,2025-08-25 22:41:20.272791,2025-09-04 22:41:20.272791,alice,alice,0,3,150,3.21,in_progress
236,Update dependencies,Write unit tests for payment module to improve coverage.,2025-09-24 22:41:20.272791,2025-10-12 22:41:20.272791,diana,bob,0,12,134,2.61,open
237,Design landing page,Respond to important client email about billing dispute.,2025-08-24 22:41:20.272791,2025-09-08 22:41:20.272791,charlie,bob,0,1,193,2.02,in_progress
238,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-08-25 22:41:20.272791,2025-09-14 22:41:20.272791,diana,diana,0,6,88,0.89,done
239,Design landing page,Gather sales data and prepare report for stakeholders by Friday.,2025-08-22 22:41:20.272791,2025-09-07 22:41:20.272791,charlie,bob,0,1,71,2.23,in_progress
240,Update dependencies,Respond to important client email about billing dispute.,2025-09-02 22:41:20.272791,2025-09-21 22:41:20.272791,alice,charlie,0,8,97,3.62,open
241,Design landing page,Write unit tests for payment module to improve coverage.,2025-09-02 22:41:20.272791,2025-09-08 22:41:20.272791,diana,charlie,1,8,35,3.37,in_progress
242,Customer email reply,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-28 22:41:20.272791,2025-09-05 22:41:20.272791,bob,diana,0,2,121,3.86,done
243,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-09-27 22:41:20.272791,2025-10-15 22:41:20.272791,diana,bob,0,12,68,3.56,done
244,Design landing page,Investigate new ML library for text embeddings and feasibility.,2025-09-11 22:41:20.272791,2025-09-28 22:41:20.272791,charlie,alice,0,6,33,0.78,done
245,Research new lib,Deploy new service to production cluster and monitor for errors.,2025-09-19 22:41:20.272791,2025-10-07 22:41:20.272791,bob,bob,0,3,138,2.49,done
246,Deploy microservice,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-14 22:41:20.272791,2025-09-17 22:41:20.272791,diana,alice,2,4,38,2.81,in_progress
247,Plan sprint,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-18 22:41:20.272791,2025-10-03 22:41:20.272791,charlie,alice,0,4,70,4.17,done
248,Deploy microservice,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-18 22:41:20.272791,2025-08-20 22:41:20.272791,diana,charlie,2,8,21,2.94,open
249,Design landing page,Write unit tests for payment module to improve coverage.,2025-08-16 22:41:20.272791,2025-08-26 22:41:20.272791,diana,bob,0,12,39,3.95,done
250,Optimize DB queries,Respond to important client email about billing dispute.,2025-10-10 22:41:20.272791,2025-10-23 22:41:20.272791,diana,diana,0,4,25,3.57,done
251,Research new lib,Gather sales data and prepare report for stakeholders by Friday.,2025-09-24 22:41:20.272791,2025-10-06 22:41:20.272791,alice,bob,0,6,105,2.88,done
252,Deploy microservice,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-01 22:41:20.272791,2025-10-02 22:41:20.272791,charlie,diana,2,8,189,2.95,done
253,Optimize DB queries,Deploy new service to production cluster and monitor for errors.,2025-08-29 22:41:20.272791,2025-09-13 22:41:20.272791,charlie,bob,0,3,53,4.72,done
254,Design landing page,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-04 22:41:20.272791,2025-10-18 22:41:20.272791,alice,bob,0,2,22,0.95,open
255,Write unit tests,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-26 22:41:20.272791,2025-09-28 22:41:20.272791,bob,alice,2,4,117,1.55,open
256,Fix login bug,Gather sales data and prepare report for stakeholders by Friday.,2025-09-15 22:41:20.272791,2025-09-25 22:41:20.272791,bob,charlie,2,6,158,3.98,in_progress
257,Deploy microservice,Update package.json dependencies and run compatibility tests.,2025-10-09 22:41:20.272791,2025-10-14 22:41:20.272791,bob,diana,2,3,75,0.77,done
258,Prepare monthly report,Optimize slow queries causing high CPU usage on replica DB.,2025-09-18 22:41:20.272791,2025-10-04 22:41:20.272791,alice,charlie,0,8,176,2.22,done
259,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-09-09 22:41:20.272791,2025-09-14 22:41:20.272791,charlie,diana,1,2,198,2.92,open
260,Deploy microservice,Update package.json dependencies and run compatibility tests.,2025-10-07 22:41:20.272791,2025-10-12 22:41:20.272791,diana,alice,2,6,110,4.86,done
261,Research new lib,Gather sales data and prepare report for stakeholders by Friday.,2025-09-07 22:41:20.272791,2025-09-15 22:41:20.272791,charlie,bob,0,3,170,0.86,in_progress
262,Customer email reply,Create responsive landing page for product X using Figma mockups.,2025-09-17 22:41:20.272791,2025-09-24 22:41:20.272791,alice,charlie,1,4,177,3.22,open
263,Design landing page,Deploy new service to production cluster and monitor for errors.,2025-10-04 22:41:20.272791,2025-10-23 22:41:20.272791,bob,diana,0,2,90,1.86,open
264,Deploy microservice,Deploy new service to production cluster and monitor for errors.,2025-09-30 22:41:20.272791,2025-10-04 22:41:20.272791,diana,bob,2,8,159,3.67,in_progress
265,Deploy microservice,Investigate new ML library for text embeddings and feasibility.,2025-09-03 22:41:20.272791,2025-09-13 22:41:20.272791,diana,diana,2,6,171,2.12,in_progress
266,Customer email reply,Investigate new ML library for text embeddings and feasibility.,2025-10-09 22:41:20.272791,2025-10-25 22:41:20.272791,diana,alice,0,12,189,2.61,in_progress
267,Deploy microservice,Respond to important client email about billing dispute.,2025-09-03 22:41:20.272791,2025-09-17 22:41:20.272791,alice,bob,2,8,42,0.57,done
268,Plan sprint,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-29 22:41:20.272791,2025-10-13 22:41:20.272791,charlie,bob,0,2,89,1.54,done
269,Deploy microservice,Write unit tests for payment module to improve coverage.,2025-09-18 22:41:20.272791,2025-09-29 22:41:20.272791,charlie,diana,2,8,169,3.83,in_progress
270,Prepare monthly report,Respond to important client email about billing dispute.,2025-08-24 22:41:20.272791,2025-08-29 22:41:20.272791,diana,bob,1,6,169,4.81,done
271,Fix login bug,Create responsive landing page for product X using Figma mockups.,2025-10-13 22:41:20.272791,2025-10-15 22:41:20.272791,alice,diana,2,2,166,1.54,done
272,Prepare monthly report,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-27 22:41:20.272791,2025-09-13 22:41:20.272791,diana,charlie,0,1,163,3.37,done
273,Write unit tests,Write unit tests for payment module to improve coverage.,2025-08-15 22:41:20.272791,2025-08-16 22:41:20.272791,diana,alice,2,1,140,3.75,done
274,Update dependencies,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-15 22:41:20.272791,2025-09-29 22:41:20.272791,bob,alice,0,1,139,1.17,open
275,Plan sprint,Investigate new ML library for text embeddings and feasibility.,2025-08-30 22:41:20.272791,2025-09-11 22:41:20.272791,charlie,diana,0,1,100,4.82,in_progress
276,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-09-27 22:41:20.272791,2025-10-05 22:41:20.272791,charlie,alice,0,8,171,3.92,open
277,Optimize DB queries,Optimize slow queries causing high CPU usage on replica DB.,2025-09-07 22:41:20.272791,2025-09-25 22:41:20.272791,diana,alice,0,8,7,3.66,open
278,Write unit tests,Optimize slow queries causing high CPU usage on replica DB.,2025-09-24 22:41:20.272791,2025-10-05 22:41:20.272791,alice,alice,0,2,59,4.56,done
279,Plan sprint,Write unit tests for payment module to improve coverage.,2025-08-31 22:41:20.272791,2025-09-02 22:41:20.272791,alice,charlie,2,6,149,3.46,open
280,Customer email reply,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-27 22:41:20.272791,2025-09-15 22:41:20.272791,bob,diana,0,1,81,1.23,open
281,Plan sprint,Optimize slow queries causing high CPU usage on replica DB.,2025-09-26 22:41:20.272791,2025-10-14 22:41:20.272791,charlie,diana,0,12,194,1.13,done
282,Design landing page,Investigate new ML library for text embeddings and feasibility.,2025-09-30 22:41:20.272791,2025-10-12 22:41:20.272791,alice,alice,0,4,64,4.27,in_progress
283,Plan sprint,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-21 22:41:20.272791,2025-10-04 22:41:20.272791,charlie,alice,0,8,74,4.03,in_progress
284,Write unit tests,Deploy new service to production cluster and monitor for errors.,2025-09-05 22:41:20.272791,2025-09-23 22:41:20.272791,diana,diana,0,2,179,3.14,in_progress
285,Design landing page,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-01 22:41:20.272791,2025-09-09 22:41:20.272791,alice,alice,0,3,44,2.21,done
286,Prepare monthly report,Optimize slow queries causing high CPU usage on replica DB.,2025-09-03 22:41:20.272791,2025-09-15 22:41:20.272791,alice,alice,0,1,83,2.5,in_progress
287,Design landing page,Gather sales data and prepare report for stakeholders by Friday.,2025-08-19 22:41:20.272791,2025-08-25 22:41:20.272791,diana,diana,1,6,147,2.81,open
288,Fix login bug,Create responsive landing page for product X using Figma mockups.,2025-09-05 22:41:20.272791,2025-09-23 22:41:20.272791,alice,charlie,2,12,103,0.56,in_progress
289,Optimize DB queries,Create responsive landing page for product X using Figma mockups.,2025-09-29 22:41:20.272791,2025-10-17 22:41:20.272791,bob,bob,0,8,102,1.26,in_progress
290,Update dependencies,Update package.json dependencies and run compatibility tests.,2025-09-14 22:41:20.272791,2025-09-19 22:41:20.272791,alice,bob,1,4,75,2.39,in_progress
291,Design landing page,Respond to important client email about billing dispute.,2025-08-30 22:41:20.272791,2025-09-07 22:41:20.272791,diana,bob,0,4,32,1.11,open
292,Optimize DB queries,Respond to important client email about billing dispute.,2025-10-06 22:41:20.272791,2025-10-26 22:41:20.272791,diana,charlie,0,4,90,2.44,done
293,Plan sprint,Gather sales data and prepare report for stakeholders by Friday.,2025-09-02 22:41:20.272791,2025-09-13 22:41:20.272791,bob,diana,0,3,50,4.84,in_progress
294,Update dependencies,Write unit tests for payment module to improve coverage.,2025-09-19 22:41:20.272791,2025-09-27 22:41:20.272791,charlie,diana,0,3,105,2.14,done
295,Deploy microservice,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-17 22:41:20.272791,2025-09-23 22:41:20.272791,alice,diana,2,8,58,2.47,in_progress
296,Design landing page,Optimize slow queries causing high CPU usage on replica DB.,2025-09-26 22:41:20.272791,2025-10-12 22:41:20.272791,bob,charlie,0,2,69,3.46,done
297,Optimize DB queries,Optimize slow queries causing high CPU usage on replica DB.,2025-08-18 22:41:20.272791,2025-09-02 22:41:20.272791,diana,diana,0,6,134,4.66,done
298,Optimize DB queries,Investigate new ML library for text embeddings and feasibility.,2025-08-16 22:41:20.272791,2025-08-28 22:41:20.272791,alice,alice,0,12,68,3.46,in_progress
299,Prepare monthly report,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-16 22:41:20.272791,2025-09-04 22:41:20.272791,diana,charlie,0,12,115,0.98,open
300,Update dependencies,Deploy new service to production cluster and monitor for errors.,2025-09-15 22:41:20.272791,2025-10-02 22:41:20.272791,bob,diana,0,3,105,2.58,done
301,Plan sprint,Investigate new ML library for text embeddings and feasibility.,2025-08-23 22:41:20.272791,2025-09-04 22:41:20.272791,alice,diana,0,1,80,2.37,open
302,Design landing page,Gather sales data and prepare report for stakeholders by Friday.,2025-09-05 22:41:20.272791,2025-09-15 22:41:20.272791,charlie,diana,0,12,57,2.85,in_progress
303,Write unit tests,Create responsive landing page for product X using Figma mockups.,2025-09-11 22:41:20.272791,2025-09-26 22:41:20.272791,charlie,alice,0,3,16,4.15,open
304,Fix login bug,Respond to important client email about billing dispute.,2025-09-24 22:41:20.272791,2025-09-28 22:41:20.272791,bob,bob,2,6,49,2.98,in_progress
305,Research new lib,Optimize slow queries causing high CPU usage on replica DB.,2025-09-12 22:41:20.272791,2025-09-20 22:41:20.272791,diana,bob,0,2,168,3.46,in_progress
306,Fix login bug,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-09 22:41:20.272791,2025-10-16 22:41:20.272791,diana,diana,2,4,6,3.67,open
307,Update dependencies,Create responsive landing page for product X using Figma mockups.,2025-09-19 22:41:20.272791,2025-09-23 22:41:20.272791,bob,charlie,1,3,55,2.56,in_progress
308,Write unit tests,Investigate new ML library for text embeddings and feasibility.,2025-09-23 22:41:20.272791,2025-10-04 22:41:20.272791,diana,diana,0,6,34,2.07,in_progress
309,Plan sprint,Gather sales data and prepare report for stakeholders by Friday.,2025-10-05 22:41:20.272791,2025-10-15 22:41:20.272791,alice,bob,0,3,35,1.57,open
310,Prepare monthly report,Respond to important client email about billing dispute.,2025-09-27 22:41:20.272791,2025-10-02 22:41:20.272791,diana,diana,1,6,40,3.09,in_progress
311,Prepare monthly report,Write unit tests for payment module to improve coverage.,2025-09-23 22:41:20.272791,2025-10-11 22:41:20.272791,bob,bob,0,4,78,1.13,in_progress
312,Write unit tests,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-17 22:41:20.272791,2025-08-29 22:41:20.272791,alice,diana,0,2,54,4.17,done
313,Research new lib,Write unit tests for payment module to improve coverage.,2025-09-09 22:41:20.272791,2025-09-25 22:41:20.272791,diana,diana,0,4,47,0.87,open
314,Deploy microservice,Update package.json dependencies and run compatibility tests.,2025-08-16 22:41:20.272791,2025-08-25 22:41:20.272791,bob,charlie,2,2,122,3.05,in_progress
315,Research new lib,Investigate new ML library for text embeddings and feasibility.,2025-08-21 22:41:20.272791,2025-09-09 22:41:20.272791,alice,charlie,0,12,144,4.2,in_progress
316,Research new lib,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-01 22:41:20.272791,2025-10-16 22:41:20.272791,bob,diana,0,1,193,4.24,open
317,Update dependencies,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-11 22:41:20.272791,2025-09-20 22:41:20.272791,charlie,alice,0,4,35,3.99,open
318,Deploy microservice,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-27 22:41:20.272791,2025-10-09 22:41:20.272791,diana,bob,2,6,40,4.03,open
319,Fix login bug,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-05 22:41:20.272791,2025-09-23 22:41:20.272791,charlie,bob,2,3,185,1.82,done
320,Update dependencies,Investigate new ML library for text embeddings and feasibility.,2025-10-10 22:41:20.272791,2025-10-14 22:41:20.272791,bob,diana,1,1,75,4.4,open
321,Prepare monthly report,Deploy new service to production cluster and monitor for errors.,2025-08-23 22:41:20.272791,2025-09-03 22:41:20.272791,bob,diana,0,4,41,3.1,in_progress
322,Optimize DB queries,Optimize slow queries causing high CPU usage on replica DB.,2025-09-11 22:41:20.272791,2025-09-14 22:41:20.272791,alice,diana,2,6,196,1.75,in_progress
323,Write unit tests,Write unit tests for payment module to improve coverage.,2025-09-03 22:41:20.272791,2025-09-22 22:41:20.272791,alice,alice,0,8,122,3.36,done
324,Customer email reply,Create responsive landing page for product X using Figma mockups.,2025-10-03 22:41:20.272791,2025-10-21 22:41:20.272791,diana,bob,0,4,59,2.73,in_progress
325,Update dependencies,Respond to important client email about billing dispute.,2025-09-18 22:41:20.272791,2025-10-07 22:41:20.272791,bob,diana,0,12,92,4.52,open
326,Fix login bug,Create responsive landing page for product X using Figma mockups.,2025-09-23 22:41:20.272791,2025-10-08 22:41:20.272791,alice,alice,2,12,45,2.49,open
327,Optimize DB queries,Deploy new service to production cluster and monitor for errors.,2025-09-27 22:41:20.272791,2025-10-02 22:41:20.272791,charlie,bob,1,12,75,0.92,in_progress
328,Update dependencies,Create responsive landing page for product X using Figma mockups.,2025-09-06 22:41:20.272791,2025-09-12 22:41:20.272791,alice,diana,1,8,83,3.77,open
329,Optimize DB queries,Create responsive landing page for product X using Figma mockups.,2025-09-28 22:41:20.272791,2025-10-02 22:41:20.272791,alice,bob,1,4,24,1.1,open
330,Research new lib,Write unit tests for payment module to improve coverage.,2025-08-14 22:41:20.272791,2025-08-15 22:41:20.272791,charlie,alice,2,12,113,3.62,in_progress
331,Design landing page,Deploy new service to production cluster and monitor for errors.,2025-09-07 22:41:20.272791,2025-09-10 22:41:20.272791,alice,alice,2,3,99,4.46,open
332,Optimize DB queries,Gather sales data and prepare report for stakeholders by Friday.,2025-09-24 22:41:20.272791,2025-09-29 22:41:20.272791,alice,alice,1,6,171,1.24,in_progress
333,Deploy microservice,Gather sales data and prepare report for stakeholders by Friday.,2025-10-11 22:41:20.272791,2025-10-25 22:41:20.272791,diana,bob,2,1,30,1.13,open
334,Plan sprint,Optimize slow queries causing high CPU usage on replica DB.,2025-09-05 22:41:20.272791,2025-09-19 22:41:20.272791,charlie,bob,0,2,75,3.4,open
335,Research new lib,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-21 22:41:20.272791,2025-10-11 22:41:20.272791,charlie,alice,0,12,173,4.44,open
336,Research new lib,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-15 22:41:20.272791,2025-09-22 22:41:20.272791,diana,charlie,1,8,18,4.03,open
337,Write unit tests,Optimize slow queries causing high CPU usage on replica DB.,2025-08-21 22:41:20.272791,2025-08-29 22:41:20.272791,diana,alice,0,6,8,4.94,in_progress
338,Prepare monthly report,Optimize slow queries causing high CPU usage on replica DB.,2025-10-08 22:41:20.272791,2025-10-27 22:41:20.272791,diana,charlie,0,6,179,1.28,in_progress
339,Design landing page,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-20 22:41:20.272791,2025-09-23 22:41:20.272791,alice,charlie,2,2,15,4.65,in_progress
